Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,AFO-9,AFO-10,AFO-11,AFO-12,AFO-13,AFO-14,AFO-15,AFO-16,AFO-25,AFO-26,AFO-27,AFO-28,AFO-29,AFO-30,AFO-31,AFO-32,AFO-49,AFO-50,AFO-51,AFO-52,AFO-53,AFO-54,AFO-55,AFO-56,AFO-73,AFO-74,AFO-75,AFO-76,AFO-77,AFO-78,AFO-79,AFO-80,Indistinguishable Proteins
P07260|TX=559292,P07260,"P07260|TX=559292 OS=Yeast S288c GN=CDC33 TA=NM_001183393.1,YOL139C_mRNA PA=P07260,NP_014502.1,YOL139C_mRNA",CDC33,213,OS=Yeast,1,0.999,11,66,66,66,0,0,0,0,0,0,7,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,21,0,
P07262|TX=559292,P07262,"P07262|TX=559292 OS=Yeast S288c GN=GDH1 TA=YOR375C_mRNA,NM_001183795.3 PA=YOR375C_mRNA,NP_015020.3,P07262",GDH1,454,OS=Yeast,1,0.9969,4,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,
P07264|TX=559292,P07264,"P07264|TX=559292 OS=Yeast S288c GN=LEU1,YGL009C TA=YGL009C_mRNA,NM_001180874.1 PA=NP_011506.1,P07264,YGL009C_mRNA","LEU1,YGL009C",779,OS=Yeast,1,0.999,19,99,99,99,0,0,0,20,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,25,12,0,0,0,
P07273|TX=559292,P07273,"P07273|TX=559292 OS=Yeast S288c GN=DST1 TA=NM_001180908.1,YGL043W_mRNA PA=YGL043W_mRNA,NP_011472.1,P07273",DST1,309,OS=Yeast,1,0.999,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,
P07278|TX=559292,P07278,"P07278|TX=559292 OS=Yeast S288c GN=BCY1 TA=YIL033C_mRNA,NM_001179383.1 PA=YIL033C_mRNA,NP_012231.1,P07278",BCY1,416,OS=Yeast,1,0.999,9,31,31,31,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,14,0,0,
P07283|TX=559292,P07283,"P07283|TX=559292 OS=Yeast S288c GN=SEC53 TA=YFL045C_mRNA,NM_001179922.1 PA=YFL045C_mRNA,P07283,NP_116609.1",SEC53,254,OS=Yeast,1,0.999,11,46,46,46,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,19,3,
P07284|TX=559292,P07284,"P07284|TX=559292 OS=Yeast S288c GN=SES1 TA=NM_001180331.1,YDR023W_mRNA PA=YDR023W_mRNA,NP_010306.1,P07284",SES1,462,OS=Yeast,1,0.999,3,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,0,
P07285|TX=559292,P07285,"P07285|TX=559292 OS=Yeast S288c GN=YDR354W,TRP4 TA=NM_001180662.3,YDR354W_mRNA PA=YDR354W_mRNA,P07285,NP_010641.3","YDR354W,TRP4",380,OS=Yeast,1,0.999,5,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,
P07342|TX=559292,P07342,"P07342|TX=559292 OS=Yeast S288c GN=ILV2 TA=NM_001182608.1,YMR108W_mRNA PA=P07342,NP_013826.1,YMR108W_mRNA",ILV2,687,OS=Yeast,1,0.999,17,89,89,89,0,0,0,0,12,0,0,0,0,0,0,0,17,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,28,8,5,0,
P07347|TX=559292,P07347,"P07347|TX=559292 OS=Yeast S288c GN=ARD1 TA=YHR013C_mRNA,NM_001179143.1 PA=P07347,YHR013C_mRNA,NP_011877.1",ARD1,238,OS=Yeast,1,0.9939,4,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,
P07560|TX=559292,P07560,"P07560|TX=559292 OS=Yeast S288c GN=SEC4 TA=NM_001179961.1,YFL005W_mRNA PA=NP_116650.1,P07560,YFL005W_mRNA",SEC4,215,OS=Yeast,1,0.999,12,43,38,43,0,0,0,2,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,14,5,
P07703|TX=559292,P07703,"P07703|TX=559292 OS=Yeast S288c GN=RPC40 TA=NM_001184207.1,YPR110C_mRNA PA=NP_015435.1,YPR110C_mRNA,P07703",RPC40,335,OS=Yeast,1,0.9989,7,17,17,17,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,2,0,
P07991|TX=559292,P07991,"P07991|TX=559292 OS=Yeast S288c GN=CAR2 TA=YLR438W_mRNA,NM_001182326.1 PA=P07991,YLR438W_mRNA,NP_013542.1",CAR2,424,OS=Yeast,1,0.999,5,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,0,0,
P08004|TX=559292,P08004,"P08004|TX=559292 OS=Yeast S288c GN=CHS1 TA=YNL192W_mRNA,NM_001183030.2 PA=P08004,NP_014207.2,YNL192W_mRNA",CHS1,1131,OS=Yeast,1,0.9989,12,58,58,58,0,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,15,14,4,0,0,0,
P08417|TX=559292,P08417,"P08417|TX=559292 OS=Yeast S288c GN=YPL262W,FUM1 TA=NM_001184076.1,YPL262W_mRNA PA=YPL262W_mRNA,NP_015061.1,P08417","YPL262W,FUM1",488,OS=Yeast,1,0.999,3,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,
P08518|TX=559292,P08518,"P08518|TX=559292 OS=Yeast S288c GN=RPB2 TA=NM_001183570.3,YOR151C_mRNA PA=NP_014794.3,YOR151C_mRNA,P08518",RPB2,1224,OS=Yeast,1,0.9989,14,23,23,23,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,16,1,0,0,0,0,
P08524|TX=559292,P08524,"P08524|TX=559292 OS=Yeast S288c GN=ERG20 TA=YJL167W_mRNA,NM_001181600.1 PA=YJL167W_mRNA,P08524,NP_012368.1",ERG20,352,OS=Yeast,1,0.999,7,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,7,0,
P08539|TX=559292,P08539,"P08539|TX=559292 OS=Yeast S288c GN=GPA1 TA=YHR005C_mRNA,NM_001179135.1 PA=NP_011868.1,YHR005C_mRNA,P08539",GPA1,472,OS=Yeast,1,0.999,7,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,
P08566|TX=559292,P08566,"P08566|TX=559292 OS=Yeast S288c GN=ARO1,YDR127W TA=NM_001180435.1,YDR127W_mRNA PA=P08566,NP_010412.1,YDR127W_mRNA","ARO1,YDR127W",1588,OS=Yeast,1,0.9985,10,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,
P08678|TX=559292,P08678,"P08678|TX=559292 OS=Yeast S288c GN=CYR1 TA=NM_001181439.3,YJL005W_mRNA PA=YJL005W_mRNA,NP_012529.3,P08678",CYR1,2026,OS=Yeast,1,0.9988,24,86,86,86,0,14,2,0,0,0,0,0,0,15,6,0,0,0,0,0,0,24,8,0,0,0,0,0,0,5,12,0,0,0,0,0,
P09032|TX=559292,P09032,"P09032|TX=559292 OS=Yeast S288c GN=GCD1 TA=YOR260W_mRNA,NM_001183679.1 PA=NP_014903.1,YOR260W_mRNA,P09032",GCD1,578,OS=Yeast,1,0.999,7,16,16,16,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,
P09064|TX=559292,P09064,"P09064|TX=559292 OS=Yeast S288c GN=SUI3,YPL237W TA=NM_001184051.1,YPL237W_mRNA PA=P09064,YPL237W_mRNA,NP_015087.1","SUI3,YPL237W",285,OS=Yeast,1,0.999,7,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,6,0,
P09232|TX=559292,P09232,"P09232|TX=559292 OS=Yeast S288c GN=PRB1 TA=NM_001178875.1,YEL060C_mRNA PA=NP_010854.1,YEL060C_mRNA,P09232",PRB1,635,OS=Yeast,1,0.999,3,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,
P09436|TX=559292,P09436,"P09436|TX=559292 OS=Yeast S288c GN=ILS1 TA=NM_001178316.1,YBL076C_mRNA PA=P09436,NP_009477.1,YBL076C_mRNA",ILS1,1072,OS=Yeast,1,0.999,27,79,78,79,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,19,4,0,1,0,0,0,0,38,8,3,1,0,0,
P09440|TX=559292,P09440,"P09440|TX=559292 OS=Yeast S288c GN=YBR084W,MIS1 TA=YBR084W_mRNA,NM_001178432.1 PA=YBR084W_mRNA,NP_009640.1,P09440","YBR084W,MIS1",975,OS=Yeast,1,0.9989,6,10,8,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,
P09733|TX=559292,P09733,"P09733|TX=559292 OS=Yeast S288c GN=TUB1,YML085C TA=NM_001182444.1,YML085C_mRNA PA=YML085C_mRNA,NP_013625.1,P09733","TUB1,YML085C",447,OS=Yeast,1,0.9988,7,51,30,51,0,0,0,0,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,6,19,1,0,
P09734|TX=559292,P09734,"P09734|TX=559292 OS=Yeast S288c GN=YML124C,TUB3 TA=NM_001182487.1,YML124C_mRNA PA=NP_013582.1,P09734,YML124C_mRNA","YML124C,TUB3",445,OS=Yeast,1,0.9989,3,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,
P09938|TX=559292,P09938,"P09938|TX=559292 OS=Yeast S288c GN=RNR2 TA=YJL026W_mRNA,NM_001181460.1 PA=YJL026W_mRNA,NP_012508.1,P09938",RNR2,399,OS=Yeast,1,0.999,8,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,12,0,0,
P09950|TX=559292,P09950,"P09950|TX=559292 OS=Yeast S288c GN=HEM1 TA=YDR232W_mRNA,NM_001180540.1 PA=P09950,YDR232W_mRNA,NP_010518.1",HEM1,548,OS=Yeast,1,0.9987,5,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,
P0C0W9|TX=559292,P0C0W9,"P0C0W9|TX=559292 OS=Yeast S288c GN=RPL11A TA=YPR102C_mRNA,NM_001184199.1 PA=YPR102C_mRNA,P0C0W9,NP_015427.1",RPL11A,174,OS=Yeast,1,0.999,3,25,0,25,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,7,0,0,0,0,0,1,2,7,Q3E757|TX=559292
P0C2H6|TX=559292,P0C2H6,"P0C2H6|TX=559292 OS=Yeast S288c GN=RPL27A TA=NM_001179140.1,YHR010W_mRNA PA=P0C2H6,NP_011874.1,YHR010W_mRNA",RPL27A,136,OS=Yeast,1,0.999,3,15,0,15,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,4,P0C2H7|TX=559292
P0CS90|TX=559292,P0CS90,"P0CS90|TX=559292 OS=Yeast S288c GN=SSC1 TA=YJR045C_mRNA,NM_001181703.1 PA=NP_012579.1,YJR045C_mRNA,P0CS90",SSC1,654,OS=Yeast,1,0.999,22,73,51,73,0,0,0,0,10,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,31,0,0,0,
P0CX23|TX=559292,P0CX23,"P0CX23|TX=559292 OS=Yeast S288c GN=RPL20B,RPL20A TA=NM_001183732.1,NM_001182749.1 PA=P0CX23,NP_014957.2,NP_013969.3","RPL20B,RPL20A",172,OS=Yeast,1,0.999,8,61,0,61,0,0,0,0,0,1,1,11,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,10,0,0,0,0,0,1,2,13,YMR242C_mRNA|TX=559292
P0CX31|TX=559292,P0CX31,"P0CX31|TX=559292 OS=Yeast S288c GN=RPS24A,RPS24B TA=YER074W_mRNA,YIL069C_mRNA,NM_001178965.3,NM_001179419.1 PA=NP_010997.3,NP_012195.1,YER074W_mRNA,YIL069C_mRNA,P0CX31","RPS24A,RPS24B",135,OS=Yeast,1,0.9978,6,17,17,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,
P0CX35|TX=559292,P0CX35,"P0CX35|TX=559292 OS=Yeast S288c GN=RPS4A,RPS4B TA=YJR145C_mRNA,NM_001179334.1,YHR203C_mRNA,NM_001181803.3 PA=NP_012073.1,NP_012679.3,YHR203C_mRNA,P0CX35,YJR145C_mRNA","RPS4A,RPS4B",261,OS=Yeast,1,0.999,13,51,51,51,0,0,0,0,0,2,0,0,0,0,0,0,1,0,10,0,0,0,0,0,2,1,8,0,0,0,0,0,0,4,19,4,
P0CX37|TX=559292,P0CX37,"P0CX37|TX=559292 OS=Yeast S288c GN=RPS6B,RPS6A TA=YBR181C_mRNA,NM_001178529.3,YPL090C_mRNA,NM_001183904.1 PA=P0CX37,YBR181C_mRNA,YPL090C_mRNA,NP_015235.1,NP_009740.3","RPS6B,RPS6A",236,OS=Yeast,1,0.999,12,44,41,44,0,0,0,0,0,0,5,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,17,0,
P0CX39|TX=559292,P0CX39,"P0CX39|TX=559292 OS=Yeast S288c GN=RPS8B,RPS8A TA=YBL072C_mRNA,YER102W_mRNA,NM_001178993.1,NM_001178312.1 PA=NP_011028.1,YBL072C_mRNA,YER102W_mRNA,P0CX39,NP_009481.1","RPS8B,RPS8A",200,OS=Yeast,1,0.999,5,25,25,25,0,0,0,0,0,1,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,3,
P0CX41|TX=559292,P0CX41,"P0CX41|TX=559292 OS=Yeast S288c GN=RPL23B,RPL23A TA=NM_001179007.3,NM_001178327.1,YBL087C_mRNA,YER117W_mRNA PA=NP_009466.1,NP_011042.3,P0CX41,YBL087C_mRNA,YER117W_mRNA","RPL23B,RPL23A",137,OS=Yeast,1,0.999,6,28,28,28,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,
P0CX43|TX=559292,P0CX43,"P0CX43|TX=559292 OS=Yeast S288c GN=RPL1B,RPL1A TA=NM_001184034.1,NM_001181000.3,YPL220W_mRNA,YGL135W_mRNA PA=YGL135W_mRNA,NP_015104.1,P0CX43,NP_011380.3,YPL220W_mRNA","RPL1B,RPL1A",217,OS=Yeast,1,0.9959,6,24,24,24,0,0,0,0,0,0,1,0,0,0,0,0,0,2,8,1,0,0,0,0,0,0,2,3,0,0,0,0,1,0,3,3,
P0CX45|TX=559292,P0CX45,"P0CX45|TX=559292 OS=Yeast S288c GN=RPL2A,RPL2B TA=YIL018W_mRNA,NM_001179368.1,YFR031C-A_mRNA,NM_001180030.3 PA=NP_012246.1,NP_116688.3,P0CX45,YIL018W_mRNA,YFR031C-A_mRNA","RPL2A,RPL2B",254,OS=Yeast,1,0.999,7,49,49,49,0,0,0,0,1,3,2,1,1,1,2,0,0,0,8,1,0,1,0,1,3,1,4,1,1,0,0,0,0,2,13,2,
P0CX47|TX=559292,P0CX47,"P0CX47|TX=559292 OS=Yeast S288c GN=RPS11A,RPS11B TA=YDR025W_mRNA,NM_001178396.1,NM_001180333.3,YBR048W_mRNA PA=YDR025W_mRNA,NP_010308.3,NP_009604.1,P0CX47,YBR048W_mRNA","RPS11A,RPS11B",156,OS=Yeast,1,0.9987,4,24,24,24,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,3,0,0,1,1,0,0,0,4,1,0,0,0,0,2,0,6,
P0CX49|TX=559292,P0CX49,"P0CX49|TX=559292 OS=Yeast S288c GN=RPL18B,RPL18A TA=YNL301C_mRNA,YOL120C_mRNA,NM_001183139.1,NM_001183374.1 PA=YOL120C_mRNA,NP_014521.1,P0CX49,NP_014098.1,YNL301C_mRNA","RPL18B,RPL18A",186,OS=Yeast,1,0.999,7,41,41,41,0,0,0,0,0,1,0,7,0,0,2,0,0,0,1,9,0,0,0,0,0,0,0,5,0,0,0,0,0,1,2,13,
P0CX51|TX=559292,P0CX51,"P0CX51|TX=559292 OS=Yeast S288c GN=RPS16A,RPS16B TA=YDL083C_mRNA,NM_001180142.1,NM_001182645.1,YMR143W_mRNA PA=YDL083C_mRNA,NP_013863.2,P0CX51,NP_010200.1,YMR143W_mRNA","RPS16A,RPS16B",143,OS=Yeast,1,0.9981,5,19,19,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,7,
P0CX53|TX=559292,P0CX53,"P0CX53|TX=559292 OS=Yeast S288c GN=RPL12A,RPL12B TA=YEL054C_mRNA,YDR418W_mRNA,NM_001178869.1,NM_001180726.3 PA=YDR418W_mRNA,P0CX53,NP_010706.3,NP_010860.1,YEL054C_mRNA","RPL12A,RPL12B",165,OS=Yeast,1,0.999,7,44,44,44,0,0,0,1,0,0,0,8,0,0,0,0,0,0,2,7,0,0,0,0,0,1,0,12,0,0,0,0,0,0,1,12,
P0CX55|TX=559292,P0CX55,"P0CX55|TX=559292 OS=Yeast S288c GN=RPS18A,RPS18B TA=YDR450W_mRNA,NM_001182384.1,NM_001180758.1,YML026C_mRNA PA=NP_013686.1,P0CX55,YDR450W_mRNA,NP_010738.1,YML026C_mRNA","RPS18A,RPS18B",146,OS=Yeast,1,0.999,3,28,28,28,0,0,0,0,0,0,1,4,0,0,0,0,0,0,3,3,0,0,0,1,1,0,1,4,0,0,0,0,1,1,2,6,
P0CX82|TX=559292,P0CX82,"P0CX82|TX=559292 OS=Yeast S288c GN=RPL19A,RPL19B TA=NM_001180057.1,NM_001178267.1,YBL027W_mRNA,YBR084C-A_mRNA PA=YBL027W_mRNA,NP_009526.1,P0CX82,NP_009641.1,YBR084C-A_mRNA","RPL19A,RPL19B",189,OS=Yeast,1,0.9923,3,17,17,17,0,0,0,0,0,0,2,1,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,
P0CX84|TX=559292,P0CX84,"P0CX84|TX=559292 OS=Yeast S288c GN=RPL35B,RPL35A TA=YDL191W_mRNA,NM_001180196.2,NM_001180251.2,YDL136W_mRNA PA=NP_010090.1,P0CX84,YDL191W_mRNA,NP_010145.1,YDL136W_mRNA","RPL35B,RPL35A",120,OS=Yeast,1,0.9989,3,30,30,30,0,0,1,1,0,2,0,1,0,1,2,0,1,0,0,3,1,1,2,2,1,0,1,3,1,0,0,0,0,2,1,3,
P10081|TX=559292,P10081,"P10081|TX=559292 OS=Yeast S288c GN=TIF2,TIF1 TA=YKR059W_mRNA,NM_001181571.1,YJL138C_mRNA,NM_001179849.3 PA=NP_012985.3,YJL138C_mRNA,YKR059W_mRNA,NP_012397.1,P10081","TIF2,TIF1",395,OS=Yeast,1,0.999,11,53,53,53,0,0,0,0,3,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,14,0,0,0,0,0,0,2,16,4,0,
P10363|TX=559292,P10363,"P10363|TX=559292 OS=Yeast S288c GN=PRI1,YIR008C TA=NM_001179530.1,YIR008C_mRNA PA=NP_012273.1,YIR008C_mRNA,P10363","PRI1,YIR008C",409,OS=Yeast,1,0.999,6,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,
P10591|TX=559292,P10591,"P10591|TX=559292 OS=Yeast S288c GN=SSA1 TA=NM_001178151.1,YAL005C_mRNA PA=P10591,YAL005C_mRNA,NP_009396.2",SSA1,642,OS=Yeast,1,0.999,7,57,57,57,0,0,0,0,10,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,19,4,1,0,
P10592|TX=559292,P10592,"P10592|TX=559292 OS=Yeast S288c GN=SSA2 TA=NM_001181844.1,YLL024C_mRNA PA=NP_013076.1,P10592,YLL024C_mRNA",SSA2,639,OS=Yeast,1,0.999,40,597,90,597,0,2,6,12,86,7,1,0,0,3,4,17,74,2,10,2,0,3,9,9,93,13,8,3,0,1,5,6,155,36,26,4,
P10614|TX=559292,P10614,"P10614|TX=559292 OS=Yeast S288c GN=ERG11 TA=NM_001179137.1,YHR007C_mRNA PA=YHR007C_mRNA,NP_011871.1,P10614",ERG11,530,OS=Yeast,1,0.9986,4,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,4,0,0,
P10659|TX=559292,P10659,"P10659|TX=559292 OS=Yeast S288c GN=SAM1 TA=YLR180W_mRNA,NM_001182067.1 PA=YLR180W_mRNA,NP_013281.1,P10659",SAM1,382,OS=Yeast,1,0.999,18,71,14,71,0,0,0,0,0,7,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,21,0,0,0,0,0,0,2,34,3,0,
P10664|TX=559292,P10664,"P10664|TX=559292 OS=Yeast S288c GN=RPL4A TA=NM_001178379.1,YBR031W_mRNA PA=NP_009587.1,YBR031W_mRNA,P10664",RPL4A,362,OS=Yeast,1,0.999,12,51,3,51,0,0,0,0,1,7,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,10,12,0,
P10869|TX=559292,P10869,"P10869|TX=559292 OS=Yeast S288c GN=HOM3 TA=YER052C_mRNA,NM_001178943.1 PA=NP_010972.1,P10869,YER052C_mRNA",HOM3,527,OS=Yeast,1,0.9983,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
P10962|TX=559292,P10962,"P10962|TX=559292 OS=Yeast S288c GN=MAK16,YAL025C TA=YAL025C_mRNA,NM_001178170.2 PA=YAL025C_mRNA,P10962,NP_009377.2","MAK16,YAL025C",306,OS=Yeast,1,0.9989,3,7,7,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,
P10964|TX=559292,P10964,"P10964|TX=559292 OS=Yeast S288c GN=RPA190 TA=NM_001183761.3,YOR341W_mRNA PA=P10964,NP_014986.3,YOR341W_mRNA",RPA190,1664,OS=Yeast,1,0.9989,6,13,11,13,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,2,0,1,0,0,0,
P11075|TX=559292,P11075,"P11075|TX=559292 OS=Yeast S288c GN=SEC7,YDR170C TA=YDR170C_mRNA,NM_001180477.3 PA=NP_010454.3,YDR170C_mRNA,P11075","SEC7,YDR170C",2009,OS=Yeast,1,0.999,29,107,107,107,0,5,2,0,0,0,0,0,0,6,4,0,0,0,0,0,0,33,11,1,0,0,0,0,0,13,28,4,0,0,0,0,
P11076|TX=559292,P11076,"P11076|TX=559292 OS=Yeast S288c GN=ARF1,YDL192W TA=NM_001180252.1,YDL192W_mRNA PA=P11076,YDL192W_mRNA,NP_010089.1","ARF1,YDL192W",181,OS=Yeast,1,0.999,5,26,2,26,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,11,
P11433|TX=559292,P11433,"P11433|TX=559292 OS=Yeast S288c GN=CDC24 TA=YAL041W_mRNA,NM_001178186.1 PA=NP_009359.1,YAL041W_mRNA,P11433",CDC24,854,OS=Yeast,1,0.9989,13,36,36,36,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,10,7,0,0,0,
P11484|TX=559292,P11484,"P11484|TX=559292 OS=Yeast S288c GN=SSB1 TA=YDL229W_mRNA,NM_001180289.1 PA=NP_010052.1,YDL229W_mRNA,P11484",SSB1,613,OS=Yeast,1,0.9989,1,6,6,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,
P11491|TX=559292,P11491,"P11491|TX=559292 OS=Yeast S288c GN=PHO8 TA=NM_001180789.3,YDR481C_mRNA PA=YDR481C_mRNA,P11491,NP_010769.3",PHO8,566,OS=Yeast,1,0.9983,5,11,10,11,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,
P11709|TX=559292,P11709,"P11709|TX=559292 OS=Yeast S288c GN=BIK1 TA=NM_001178674.1,YCL029C_mRNA PA=YCL029C_mRNA,P11709,NP_009901.1",BIK1,440,OS=Yeast,1,0.9989,10,38,38,38,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,5,13,0,0,
P11745|TX=559292,P11745,"P11745|TX=559292 OS=Yeast S288c GN=YMR235C,RNA1 TA=NM_001182742.1,YMR235C_mRNA PA=P11745,NP_013962.1,YMR235C_mRNA","YMR235C,RNA1",407,OS=Yeast,1,0.999,10,36,36,36,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,18,1,0,
P11792|TX=559292,P11792,"P11792|TX=559292 OS=Yeast S288c GN=SCH9 TA=YHR205W_mRNA,NM_001179336.1 PA=P11792,YHR205W_mRNA,NP_012075.1",SCH9,824,OS=Yeast,1,0.9987,6,35,35,35,0,0,0,5,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,6,0,0,0,
P11914|TX=559292,P11914,"P11914|TX=559292 OS=Yeast S288c GN=MAS2 TA=YHR024C_mRNA,NM_001179154.1 PA=YHR024C_mRNA,P11914,NP_011889.1",MAS2,482,OS=Yeast,1,0.999,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
P12385|TX=559292,P12385,"P12385|TX=559292 OS=Yeast S288c GN=SUP45 TA=NM_001178491.3,YBR143C_mRNA PA=NP_009701.3,P12385,YBR143C_mRNA",SUP45,437,OS=Yeast,1,0.999,12,39,39,39,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,1,2,0,0,0,0,0,0,17,1,0,
