Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,AFO-91,AFO-92,AFO-93,AFO-94,AFO-95,AFO-96,AFO-97,AFO-98,AFO-99,AFO-100,AFO-101,AFO-102,AFO-103,AFO-104,AFO-105,AFO-106,AFO-107,AFO-108,AFO-109,AFO-110,AFO-111,AFO-112,AFO-113,AFO-114,AFO-115,AFO-116,AFO-117,AFO-118,AFO-119,AFO-120,AFO-121,AFO-122,AFO-123,AFO-124,AFO-125,AFO-126,AFO-127,AFO-128,AFO-129,AFO-130,AFO-131,AFO-132,AFO-133,AFO-134,AFO-135,AFO-136,AFO-137,AFO-138,Indistinguishable Proteins
P07253|TX=559292,P07253,"P07253|TX=559292 OS=Yeast S288c GN=CBP6,YBR120C TA=NM_001178468.3,YBR120C_mRNA PA=P07253,YBR120C_mRNA,NP_009678.3","CBP6,YBR120C",162,OS=Yeast,1,0.9946,5,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P07257|TX=559292,P07257,"P07257|TX=559292 OS=Yeast S288c GN=QCR2 TA=YPR191W_mRNA,NM_001184288.1 PA=NP_015517.1,YPR191W_mRNA,P07257",QCR2,368,OS=Yeast,1,0.999,7,14,14,14,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,
P07259|TX=559292,P07259,"P07259|TX=559292 OS=Yeast S288c GN=URA2,YJL130C TA=YJL130C_mRNA,NM_001181563.2 PA=YJL130C_mRNA,NP_012405.2,P07259","URA2,YJL130C",2214,OS=Yeast,1,0.999,46,170,157,170,0,13,0,1,0,0,0,0,6,14,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,56,1,0,0,0,0,0,0,14,1,0,2,0,0,0,0,0,36,0,0,0,0,0,
P07260|TX=559292,P07260,"P07260|TX=559292 OS=Yeast S288c GN=CDC33 TA=NM_001183393.1,YOL139C_mRNA PA=P07260,NP_014502.1,YOL139C_mRNA",CDC33,213,OS=Yeast,1,0.9982,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P07264|TX=559292,P07264,"P07264|TX=559292 OS=Yeast S288c GN=LEU1,YGL009C TA=YGL009C_mRNA,NM_001180874.1 PA=NP_011506.1,P07264,YGL009C_mRNA","LEU1,YGL009C",779,OS=Yeast,1,0.9975,2,4,4,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
P07280|TX=559292,P07280,"P07280|TX=559292 OS=Yeast S288c GN=RPS19A TA=YOL121C_mRNA,NM_001183375.1 PA=NP_014520.1,YOL121C_mRNA,P07280",RPS19A,144,OS=Yeast,1,0.9987,5,86,0,86,0,0,3,4,4,3,7,0,0,3,0,1,3,1,6,0,0,3,4,1,5,3,5,0,0,2,2,0,2,0,4,0,0,0,0,2,4,1,2,0,0,0,1,0,2,4,4,0,P07281|TX=559292
P07342|TX=559292,P07342,"P07342|TX=559292 OS=Yeast S288c GN=ILV2 TA=NM_001182608.1,YMR108W_mRNA PA=P07342,NP_013826.1,YMR108W_mRNA",ILV2,687,OS=Yeast,1,0.999,8,38,38,38,0,0,8,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,
P07560|TX=559292,P07560,"P07560|TX=559292 OS=Yeast S288c GN=SEC4 TA=NM_001179961.1,YFL005W_mRNA PA=NP_116650.1,P07560,YFL005W_mRNA",SEC4,215,OS=Yeast,1,0.999,6,27,23,27,0,0,0,0,3,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,
P07703|TX=559292,P07703,"P07703|TX=559292 OS=Yeast S288c GN=RPC40 TA=NM_001184207.1,YPR110C_mRNA PA=NP_015435.1,YPR110C_mRNA,P07703",RPC40,335,OS=Yeast,1,0.999,6,19,19,19,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,
P08004|TX=559292,P08004,"P08004|TX=559292 OS=Yeast S288c GN=CHS1 TA=YNL192W_mRNA,NM_001183030.2 PA=P08004,NP_014207.2,YNL192W_mRNA",CHS1,1131,OS=Yeast,1,0.9989,3,7,7,7,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
P08417|TX=559292,P08417,"P08417|TX=559292 OS=Yeast S288c GN=YPL262W,FUM1 TA=NM_001184076.1,YPL262W_mRNA PA=YPL262W_mRNA,NP_015061.1,P08417","YPL262W,FUM1",488,OS=Yeast,1,0.9988,5,16,16,16,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,
P08518|TX=559292,P08518,"P08518|TX=559292 OS=Yeast S288c GN=RPB2 TA=NM_001183570.3,YOR151C_mRNA PA=NP_014794.3,YOR151C_mRNA,P08518",RPB2,1224,OS=Yeast,1,0.9974,2,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
P08566|TX=559292,P08566,"P08566|TX=559292 OS=Yeast S288c GN=ARO1,YDR127W TA=NM_001180435.1,YDR127W_mRNA PA=P08566,NP_010412.1,YDR127W_mRNA","ARO1,YDR127W",1588,OS=Yeast,1,0.9964,4,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,
P09064|TX=559292,P09064,"P09064|TX=559292 OS=Yeast S288c GN=SUI3,YPL237W TA=NM_001184051.1,YPL237W_mRNA PA=P09064,YPL237W_mRNA,NP_015087.1","SUI3,YPL237W",285,OS=Yeast,1,0.999,6,26,26,26,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,
P09435|TX=559292,P09435,"P09435|TX=559292 OS=Yeast S288c GN=SSA3 TA=YBL075C_mRNA,NM_001178315.1 PA=P09435,YBL075C_mRNA,NP_009478.1",SSA3,649,OS=Yeast,1,0.9989,4,99,1,99,2,1,3,4,3,2,2,5,1,3,1,3,2,1,4,1,1,2,2,4,2,2,2,2,3,3,3,0,0,3,2,4,1,0,3,3,1,3,2,3,0,2,1,0,2,2,1,2,
P09436|TX=559292,P09436,"P09436|TX=559292 OS=Yeast S288c GN=ILS1 TA=NM_001178316.1,YBL076C_mRNA PA=P09436,NP_009477.1,YBL076C_mRNA",ILS1,1072,OS=Yeast,1,0.9938,4,19,19,19,0,1,1,1,2,0,0,0,0,2,0,2,0,0,0,0,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,
P09440|TX=559292,P09440,"P09440|TX=559292 OS=Yeast S288c GN=YBR084W,MIS1 TA=YBR084W_mRNA,NM_001178432.1 PA=YBR084W_mRNA,NP_009640.1,P09440","YBR084W,MIS1",975,OS=Yeast,1,0.9941,4,10,7,10,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
P09624|TX=559292,P09624,"P09624|TX=559292 OS=Yeast S288c GN=LPD1 TA=NM_001179948.1,YFL018C_mRNA PA=P09624,NP_116635.1,YFL018C_mRNA",LPD1,499,OS=Yeast,1,0.9988,6,13,13,13,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,
P09733|TX=559292,P09733,"P09733|TX=559292 OS=Yeast S288c GN=TUB1,YML085C TA=NM_001182444.1,YML085C_mRNA PA=YML085C_mRNA,NP_013625.1,P09733","TUB1,YML085C",447,OS=Yeast,1,0.9975,6,19,5,19,0,0,0,6,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,
P09938|TX=559292,P09938,"P09938|TX=559292 OS=Yeast S288c GN=RNR2 TA=YJL026W_mRNA,NM_001181460.1 PA=YJL026W_mRNA,NP_012508.1,P09938",RNR2,399,OS=Yeast,1,0.999,11,60,60,60,0,0,2,8,2,0,0,0,0,2,0,5,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0,15,5,0,0,0,0,0,0,1,10,0,0,0,
P0C0T4|TX=559292,P0C0T4,"P0C0T4|TX=559292 OS=Yeast S288c GN=RPS25B TA=NM_001182222.1,YLR333C_mRNA PA=YLR333C_mRNA,P0C0T4,NP_013437.1",RPS25B,108,OS=Yeast,1,0.9939,5,18,0,18,0,0,0,1,0,0,5,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,Q3E792|TX=559292
P0C0W1|TX=559292,P0C0W1,"P0C0W1|TX=559292 OS=Yeast S288c GN=RPS22A TA=NM_001181623.1,YJL190C_mRNA PA=YJL190C_mRNA,NP_012345.1,P0C0W1",RPS22A,130,OS=Yeast,1,0.999,6,82,0,82,0,0,0,0,1,0,18,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6,0,Q3E7Y3|TX=559292
P0C0W9|TX=559292,P0C0W9,"P0C0W9|TX=559292 OS=Yeast S288c GN=RPL11A TA=YPR102C_mRNA,NM_001184199.1 PA=YPR102C_mRNA,P0C0W9,NP_015427.1",RPL11A,174,OS=Yeast,1,0.999,9,136,0,136,1,2,2,2,2,3,13,1,0,1,1,2,3,4,15,0,0,2,2,2,3,3,15,0,0,1,1,0,3,2,16,0,0,0,1,2,2,3,8,0,0,0,2,0,2,5,9,0,Q3E757|TX=559292
P0C0X0|TX=559292,P0C0X0,"P0C0X0|TX=559292 OS=Yeast S288c GN=RPS28B TA=YLR264W_mRNA,NM_001182151.1 PA=YLR264W_mRNA,NP_013366.1,P0C0X0",RPS28B,67,OS=Yeast,1,0.9965,3,41,0,41,0,0,2,1,1,2,1,5,0,1,0,1,2,0,2,3,0,0,0,0,1,2,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1,2,0,2,0,0,1,0,0,2,1,2,Q3E7X9|TX=559292
P0C2H6|TX=559292,P0C2H6,"P0C2H6|TX=559292 OS=Yeast S288c GN=RPL27A TA=NM_001179140.1,YHR010W_mRNA PA=P0C2H6,NP_011874.1,YHR010W_mRNA",RPL27A,136,OS=Yeast,1,0.999,5,66,0,66,1,0,1,1,4,3,8,0,0,3,0,0,2,0,6,0,0,0,0,0,2,2,8,0,0,0,1,0,1,2,6,0,0,0,0,1,3,2,4,0,0,0,0,0,1,2,2,0,P0C2H7|TX=559292
P0C2H8|TX=559292,P0C2H8,"P0C2H8|TX=559292 OS=Yeast S288c GN=RPL31A TA=YDL075W_mRNA,NM_001180134.1 PA=YDL075W_mRNA,P0C2H8,NP_010208.1",RPL31A,113,OS=Yeast,1,0.9986,3,33,0,33,0,0,0,0,0,0,5,0,0,1,0,0,2,0,4,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,4,0,0,0,0,0,1,1,2,0,P0C2H9|TX=559292
P0C2I3|TX=559292,P0C2I3,"P0C2I3|TX=559292 OS=Yeast S288c GN=YDR365W-B TA=NM_001184427.1 PA=NP_058152.1,P0C2I3",YDR365W-B,1755,OS=Yeast,1,0.999,14,84,0,84,0,4,2,10,1,1,1,0,0,5,2,5,2,0,1,0,0,0,1,5,1,0,0,0,0,6,2,11,0,1,1,0,0,0,1,8,2,1,0,0,1,0,1,6,1,1,0,0,"P0C2I5|TX=559292, P0C2I6|TX=559292, P0C2J1|TX=559292, P47098|TX=559292, Q03434|TX=559292, Q03612|TX=559292, Q12141|TX=559292, Q12414|TX=559292"
P0CS90|TX=559292,P0CS90,"P0CS90|TX=559292 OS=Yeast S288c GN=SSC1 TA=YJR045C_mRNA,NM_001181703.1 PA=NP_012579.1,YJR045C_mRNA,P0CS90",SSC1,654,OS=Yeast,1,0.999,23,157,105,157,0,4,28,11,1,1,1,0,0,7,22,2,2,0,1,1,0,3,21,4,1,0,0,0,0,1,30,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,1,0,0,0,0,0,
P0CX12|TX=559292,P0CX12,"P0CX12|TX=559292 OS=Yeast S288c GN=YBR302C,COS2,COS3,YML132W TA=YBR302C_mRNA,NM_001178650.1,YML132W_mRNA,NM_001182495.1 PA=NP_009861.1,P0CX12,NP_013574.1,YML132W_mRNA,YBR302C_mRNA","YBR302C,COS2,COS3,YML132W",379,OS=Yeast,1,0.9763,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,"P43542|TX=559292, P47187|TX=559292, P53822|TX=559292"
P0CX23|TX=559292,P0CX23,"P0CX23|TX=559292 OS=Yeast S288c GN=RPL20B,RPL20A TA=NM_001183732.1,NM_001182749.1 PA=P0CX23,NP_014957.2,NP_013969.3","RPL20B,RPL20A",172,OS=Yeast,1,0.999,6,112,0,112,1,1,2,3,6,10,4,0,0,3,1,1,3,5,1,0,0,2,3,2,3,12,2,0,0,2,2,2,3,2,6,0,0,0,1,2,1,8,3,0,0,0,1,1,2,7,4,0,YMR242C_mRNA|TX=559292
P0CX25|TX=559292,P0CX25,"P0CX25|TX=559292 OS=Yeast S288c GN=RPL43A,RPL43B TA=YPR043W_mRNA,NM_001181752.3,NM_001184140.1,YJR094W-A_mRNA PA=YJR094W-A_mRNA,YPR043W_mRNA,NP_012628.3,P0CX25,NP_015368.1","RPL43A,RPL43B",92,OS=Yeast,1,0.999,4,18,18,18,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,
P0CX29|TX=559292,P0CX29,"P0CX29|TX=559292 OS=Yeast S288c GN=RPS23A,RPS23B TA=YPR132W_mRNA,YGR118W_mRNA,NM_001181247.3,NM_001184229.1 PA=YPR132W_mRNA,NP_015457.1,NP_011633.3,YGR118W_mRNA,P0CX29","RPS23A,RPS23B",145,OS=Yeast,1,0.9738,5,31,31,31,0,0,0,2,2,1,3,0,0,1,0,0,0,0,4,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,4,0,0,0,0,0,2,1,0,0,
P0CX31|TX=559292,P0CX31,"P0CX31|TX=559292 OS=Yeast S288c GN=RPS24A,RPS24B TA=YER074W_mRNA,YIL069C_mRNA,NM_001178965.3,NM_001179419.1 PA=NP_010997.3,NP_012195.1,YER074W_mRNA,YIL069C_mRNA,P0CX31","RPS24A,RPS24B",135,OS=Yeast,1,0.999,11,71,71,71,0,0,1,5,6,3,11,0,0,2,0,0,0,0,10,0,0,0,0,0,1,1,7,0,0,0,0,0,0,1,8,0,0,0,0,2,2,0,5,0,0,0,0,0,1,2,3,0,
P0CX33|TX=559292,P0CX33,"P0CX33|TX=559292 OS=Yeast S288c GN=RPS30A,RPS30B TA=YLR287C-A_mRNA,YOR182C_mRNA,NM_001183601.3,NM_001182175.1 PA=NP_013390.1,YLR287C-A_mRNA,P0CX33,NP_014825.3,YOR182C_mRNA","RPS30A,RPS30B",63,OS=Yeast,1,0.9984,6,77,77,77,0,0,0,0,0,0,14,3,0,0,0,0,0,0,10,8,0,0,0,0,0,0,12,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,2,12,0,0,0,0,0,0,1,8,
P0CX35|TX=559292,P0CX35,"P0CX35|TX=559292 OS=Yeast S288c GN=RPS4A,RPS4B TA=YJR145C_mRNA,NM_001179334.1,YHR203C_mRNA,NM_001181803.3 PA=NP_012073.1,NP_012679.3,YHR203C_mRNA,P0CX35,YJR145C_mRNA","RPS4A,RPS4B",261,OS=Yeast,1,0.9986,14,168,168,168,0,3,5,13,14,2,1,0,0,9,4,6,16,0,1,0,0,3,4,5,14,7,0,0,0,5,4,1,6,2,1,0,0,0,7,6,14,0,0,0,0,0,4,1,8,2,0,0,
P0CX37|TX=559292,P0CX37,"P0CX37|TX=559292 OS=Yeast S288c GN=RPS6B,RPS6A TA=YBR181C_mRNA,NM_001178529.3,YPL090C_mRNA,NM_001183904.1 PA=P0CX37,YBR181C_mRNA,YPL090C_mRNA,NP_015235.1,NP_009740.3","RPS6B,RPS6A",236,OS=Yeast,1,0.999,15,178,176,178,0,0,5,8,27,5,2,0,0,4,0,4,18,0,1,0,0,2,1,0,19,4,0,0,0,1,2,0,18,3,1,0,0,0,1,2,28,0,0,0,0,0,0,0,19,3,0,0,
P0CX39|TX=559292,P0CX39,"P0CX39|TX=559292 OS=Yeast S288c GN=RPS8B,RPS8A TA=YBL072C_mRNA,YER102W_mRNA,NM_001178993.1,NM_001178312.1 PA=NP_011028.1,YBL072C_mRNA,YER102W_mRNA,P0CX39,NP_009481.1","RPS8B,RPS8A",200,OS=Yeast,1,0.999,5,66,66,66,0,1,1,2,5,4,0,0,0,2,1,3,6,1,1,0,0,2,1,1,2,4,1,0,0,1,2,0,4,4,0,0,0,0,0,2,2,4,1,0,0,0,1,0,3,4,0,0,
P0CX41|TX=559292,P0CX41,"P0CX41|TX=559292 OS=Yeast S288c GN=RPL23B,RPL23A TA=NM_001179007.3,NM_001178327.1,YBL087C_mRNA,YER117W_mRNA PA=NP_009466.1,NP_011042.3,P0CX41,YBL087C_mRNA,YER117W_mRNA","RPL23B,RPL23A",137,OS=Yeast,1,0.999,6,75,75,75,0,0,0,4,2,1,12,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,11,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,8,0,
P0CX43|TX=559292,P0CX43,"P0CX43|TX=559292 OS=Yeast S288c GN=RPL1B,RPL1A TA=NM_001184034.1,NM_001181000.3,YPL220W_mRNA,YGL135W_mRNA PA=YGL135W_mRNA,NP_015104.1,P0CX43,NP_011380.3,YPL220W_mRNA","RPL1B,RPL1A",217,OS=Yeast,1,0.9982,6,67,67,67,0,1,3,2,3,5,0,0,0,4,1,2,5,0,0,0,0,1,2,1,2,4,0,0,0,1,2,0,2,2,0,0,0,1,0,2,5,6,0,0,0,0,1,2,2,5,0,0,
P0CX45|TX=559292,P0CX45,"P0CX45|TX=559292 OS=Yeast S288c GN=RPL2A,RPL2B TA=YIL018W_mRNA,NM_001179368.1,YFR031C-A_mRNA,NM_001180030.3 PA=NP_012246.1,NP_116688.3,P0CX45,YIL018W_mRNA,YFR031C-A_mRNA","RPL2A,RPL2B",254,OS=Yeast,1,0.997,6,66,66,66,0,1,3,2,6,1,0,0,0,5,0,2,7,0,0,0,0,1,1,1,4,1,0,0,0,2,5,1,4,1,0,0,0,0,2,1,8,1,0,0,0,0,1,0,4,1,0,0,
P0CX47|TX=559292,P0CX47,"P0CX47|TX=559292 OS=Yeast S288c GN=RPS11A,RPS11B TA=YDR025W_mRNA,NM_001178396.1,NM_001180333.3,YBR048W_mRNA PA=YDR025W_mRNA,NP_010308.3,NP_009604.1,P0CX47,YBR048W_mRNA","RPS11A,RPS11B",156,OS=Yeast,1,0.9989,5,103,103,103,2,2,4,4,3,3,5,0,2,2,2,2,3,3,3,0,1,2,3,5,2,2,6,0,1,3,1,0,2,5,4,0,1,1,2,2,2,3,3,0,1,1,1,2,3,2,2,0,
P0CX49|TX=559292,P0CX49,"P0CX49|TX=559292 OS=Yeast S288c GN=RPL18B,RPL18A TA=YNL301C_mRNA,YOL120C_mRNA,NM_001183139.1,NM_001183374.1 PA=YOL120C_mRNA,NP_014521.1,P0CX49,NP_014098.1,YNL301C_mRNA","RPL18B,RPL18A",186,OS=Yeast,1,0.999,11,109,107,109,1,3,2,5,12,6,0,0,0,2,3,3,4,3,0,0,0,2,2,4,5,14,0,0,0,2,1,0,1,3,1,0,0,0,1,4,6,8,0,0,0,0,0,0,2,9,0,0,
P0CX51|TX=559292,P0CX51,"P0CX51|TX=559292 OS=Yeast S288c GN=RPS16A,RPS16B TA=YDL083C_mRNA,NM_001180142.1,NM_001182645.1,YMR143W_mRNA PA=YDL083C_mRNA,NP_013863.2,P0CX51,NP_010200.1,YMR143W_mRNA","RPS16A,RPS16B",143,OS=Yeast,1,0.9987,8,114,114,114,0,1,6,3,7,4,7,0,0,4,1,2,5,0,10,0,0,0,3,1,5,4,8,0,0,1,3,0,0,1,9,0,0,0,1,2,3,3,8,0,0,0,2,0,1,3,6,0,
P0CX53|TX=559292,P0CX53,"P0CX53|TX=559292 OS=Yeast S288c GN=RPL12A,RPL12B TA=YEL054C_mRNA,YDR418W_mRNA,NM_001178869.1,NM_001180726.3 PA=YDR418W_mRNA,P0CX53,NP_010706.3,NP_010860.1,YEL054C_mRNA","RPL12A,RPL12B",165,OS=Yeast,1,0.999,7,116,116,116,0,0,4,5,7,3,8,0,0,3,0,3,6,0,8,0,0,2,1,2,1,4,10,0,0,1,2,0,6,2,10,0,0,0,1,2,2,5,6,0,0,0,1,0,2,2,7,0,
P0CX55|TX=559292,P0CX55,"P0CX55|TX=559292 OS=Yeast S288c GN=RPS18A,RPS18B TA=YDR450W_mRNA,NM_001182384.1,NM_001180758.1,YML026C_mRNA PA=NP_013686.1,P0CX55,YDR450W_mRNA,NP_010738.1,YML026C_mRNA","RPS18A,RPS18B",146,OS=Yeast,1,0.999,7,150,150,150,1,3,3,5,6,3,11,0,0,3,2,3,3,3,11,0,0,3,3,5,3,4,8,0,0,2,7,1,4,4,11,0,0,1,1,4,3,4,6,0,0,0,1,1,5,4,8,0,
P0CX82|TX=559292,P0CX82,"P0CX82|TX=559292 OS=Yeast S288c GN=RPL19A,RPL19B TA=NM_001180057.1,NM_001178267.1,YBL027W_mRNA,YBR084C-A_mRNA PA=YBL027W_mRNA,NP_009526.1,P0CX82,NP_009641.1,YBR084C-A_mRNA","RPL19A,RPL19B",189,OS=Yeast,1,0.9987,3,84,84,84,0,1,5,5,4,6,0,0,0,4,3,2,5,4,0,0,0,3,2,2,5,4,0,0,0,1,1,0,5,6,0,0,0,0,1,0,5,5,0,0,0,0,0,0,0,5,0,0,
P0CX84|TX=559292,P0CX84,"P0CX84|TX=559292 OS=Yeast S288c GN=RPL35B,RPL35A TA=YDL191W_mRNA,NM_001180196.2,NM_001180251.2,YDL136W_mRNA PA=NP_010090.1,P0CX84,YDL191W_mRNA,NP_010145.1,YDL136W_mRNA","RPL35B,RPL35A",120,OS=Yeast,1,0.9977,5,52,52,52,0,1,1,1,1,2,4,0,0,1,1,2,2,1,4,0,0,1,2,0,1,1,2,0,0,1,1,1,2,0,5,0,0,0,1,1,2,1,3,0,0,0,1,0,2,1,2,0,
P10080|TX=559292,P10080,"P10080|TX=559292 OS=Yeast S288c GN=SBP1 TA=YHL034C_mRNA,NM_001179114.1 PA=NP_011829.1,P10080,YHL034C_mRNA",SBP1,294,OS=Yeast,1,0.9953,3,14,14,14,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,
P10081|TX=559292,P10081,"P10081|TX=559292 OS=Yeast S288c GN=TIF2,TIF1 TA=YKR059W_mRNA,NM_001181571.1,YJL138C_mRNA,NM_001179849.3 PA=NP_012985.3,YJL138C_mRNA,YKR059W_mRNA,NP_012397.1,P10081","TIF2,TIF1",395,OS=Yeast,1,0.999,10,103,103,103,1,2,5,11,6,0,0,0,0,8,3,8,2,0,0,0,0,4,6,5,8,0,0,0,0,4,5,4,1,0,0,0,0,0,3,7,1,0,0,0,1,0,2,2,4,0,0,0,
P10591|TX=559292,P10591,"P10591|TX=559292 OS=Yeast S288c GN=SSA1 TA=NM_001178151.1,YAL005C_mRNA PA=P10591,YAL005C_mRNA,NP_009396.2",SSA1,642,OS=Yeast,1,0.999,7,58,58,58,0,0,10,5,0,0,0,0,0,3,6,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,11,1,0,0,0,0,0,0,6,0,1,0,0,0,3,0,0,1,0,0,0,0,
P10592|TX=559292,P10592,"P10592|TX=559292 OS=Yeast S288c GN=SSA2 TA=NM_001181844.1,YLL024C_mRNA PA=NP_013076.1,P10592,YLL024C_mRNA",SSA2,639,OS=Yeast,1,0.999,37,548,92,548,4,5,60,45,16,3,1,1,1,18,58,6,6,0,1,1,2,9,66,16,10,1,2,0,1,11,81,4,5,3,0,1,1,2,52,10,7,3,0,0,11,0,6,6,9,3,0,0,
P10659|TX=559292,P10659,"P10659|TX=559292 OS=Yeast S288c GN=SAM1 TA=YLR180W_mRNA,NM_001182067.1 PA=YLR180W_mRNA,NP_013281.1,P10659",SAM1,382,OS=Yeast,1,0.999,10,59,16,59,0,0,1,11,3,0,0,0,0,0,0,9,2,0,0,0,0,0,0,1,8,0,0,0,0,0,2,0,2,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,6,0,0,0,
P10664|TX=559292,P10664,"P10664|TX=559292 OS=Yeast S288c GN=RPL4A TA=NM_001178379.1,YBR031W_mRNA PA=NP_009587.1,YBR031W_mRNA,P10664",RPL4A,362,OS=Yeast,1,0.999,12,84,0,84,0,0,5,10,11,0,0,0,0,3,0,4,9,0,0,0,0,1,3,2,11,0,0,0,0,1,3,0,3,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,6,0,0,0,P49626|TX=559292
P10964|TX=559292,P10964,"P10964|TX=559292 OS=Yeast S288c GN=RPA190 TA=NM_001183761.3,YOR341W_mRNA PA=P10964,NP_014986.3,YOR341W_mRNA",RPA190,1664,OS=Yeast,1,0.999,16,53,45,53,0,9,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,
P11075|TX=559292,P11075,"P11075|TX=559292 OS=Yeast S288c GN=SEC7,YDR170C TA=YDR170C_mRNA,NM_001180477.3 PA=NP_010454.3,YDR170C_mRNA,P11075","SEC7,YDR170C",2009,OS=Yeast,1,0.9988,9,21,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,
